"","Length","ACUK","WGGA","GAC","GACR","GACARG","QFM","ACUK.freq","WGGA.freq","GAC.freq","GACR.freq","GACARG.freq","QFM.freq"
"Gnptab",3708,31,57,82,47,9,2,8.36,15.37,22.11,12.68,2.43,0.54
"Gnptg",945,8,16,16,4,0,2,8.47,16.93,16.93,4.23,0,2.12
"Golga2",3081,18,83,49,20,3,2,5.84,26.94,15.9,6.49,0.97,0.65
"Golga7b",504,2,8,7,2,0,0,3.97,15.87,13.89,3.97,0,0
"Gorasp2",1356,12,19,20,10,0,0,8.85,14.01,14.75,7.37,0,0
"Gosr2",639,9,13,17,9,2,0,14.08,20.34,26.6,14.08,3.13,0
"Got1",1242,8,14,23,6,1,1,6.44,11.27,18.52,4.83,0.81,0.81
"Gpbp1",1482,15,23,27,18,1,1,10.12,15.52,18.22,12.15,0.67,0.67
"Gpbp1l1",1422,10,30,25,10,2,0,7.03,21.1,17.58,7.03,1.41,0
"Gpc1",1674,14,29,34,15,1,0,8.36,17.32,20.31,8.96,0.6,0
"Gpd1",1050,9,12,19,11,1,0,8.57,11.43,18.1,10.48,0.95,0
"Gpd1l",1056,5,11,23,13,1,0,4.73,10.42,21.78,12.31,0.95,0
"Gpr137",1191,13,5,15,5,0,1,10.92,4.2,12.59,4.2,0,0.84
"Gpr153",1896,10,21,26,13,1,1,5.27,11.08,13.71,6.86,0.53,0.53
"Gpr155",2607,18,34,35,12,2,1,6.9,13.04,13.43,4.6,0.77,0.38
"Gpr158",3603,32,50,53,23,4,1,8.88,13.88,14.71,6.38,1.11,0.28
"Gpr162",1767,10,20,27,13,0,1,5.66,11.32,15.28,7.36,0,0.57
"Gpr17",1020,11,5,13,3,1,0,10.78,4.9,12.75,2.94,0.98,0
"Gpr22",1410,12,12,20,17,0,0,8.51,8.51,14.18,12.06,0,0
"Gpr26",1014,4,7,15,10,0,0,3.94,6.9,14.79,9.86,0,0
"Gpr27",1140,3,7,19,11,0,0,2.63,6.14,16.67,9.65,0,0
"Gpr37",1803,18,22,27,8,0,1,9.98,12.2,14.98,4.44,0,0.55
"Gpr37l1",1446,8,16,19,6,2,1,5.53,11.07,13.14,4.15,1.38,0.69
"Gpr85",1113,11,18,12,3,0,1,9.88,16.17,10.78,2.7,0,0.9
"Gpr88",1155,8,6,7,3,0,1,6.93,5.19,6.06,2.6,0,0.87
"Gprasp1",4044,35,65,43,20,4,3,8.65,16.07,10.63,4.95,0.99,0.74
"Gprasp2",2481,16,38,33,13,2,2,6.45,15.32,13.3,5.24,0.81,0.81
"Gprc5b",1236,9,22,20,10,1,1,7.28,17.8,16.18,8.09,0.81,0.81
"Gprin1",2799,19,46,54,24,0,1,6.79,16.43,19.29,8.57,0,0.36
"Gps1",1581,12,25,26,11,0,0,7.59,15.81,16.45,6.96,0,0
"Gramd1b",2637,24,47,45,24,2,2,9.1,17.82,17.06,9.1,0.76,0.76
"Gramd4",1902,18,36,37,18,0,3,9.46,18.93,19.45,9.46,0,1.58
"Grb2",654,7,8,12,5,0,1,10.7,12.23,18.35,7.65,0,1.53
"Grid1",3030,28,54,61,28,2,1,9.24,17.82,20.13,9.24,0.66,0.33
"Grik5",2940,13,40,49,19,1,1,4.42,13.61,16.67,6.46,0.34,0.34
"Grin2a",4395,45,67,88,39,7,2,10.24,15.24,20.02,8.87,1.59,0.46
"Grin3a",3408,43,66,60,20,1,2,12.62,19.37,17.61,5.87,0.29,0.59
"Grina",1038,6,12,15,6,1,1,5.78,11.56,14.45,5.78,0.96,0.96
"Grk2",2070,15,37,45,18,4,2,7.25,17.87,21.74,8.7,1.93,0.97
"Grk3",2067,17,34,40,17,3,1,8.22,16.45,19.35,8.22,1.45,0.48
"Grk6",1770,14,31,33,4,0,1,7.91,17.51,18.64,2.26,0,0.56
"Grm3",2640,28,33,41,21,3,0,10.61,12.5,15.53,7.95,1.14,0
"Grm5",3612,23,44,47,27,7,1,6.37,12.18,13.01,7.48,1.94,0.28
"Gsg1l",969,7,6,13,6,0,0,7.22,6.19,13.42,6.19,0,0
"Gsk3a",1473,20,14,19,11,0,2,13.58,9.5,12.9,7.47,0,1.36
"Gspt1",1911,19,45,35,17,4,3,9.94,23.55,18.32,8.9,2.09,1.57
"Gstm5",675,6,13,9,4,0,0,8.89,19.26,13.33,5.93,0,0
"Gstp1",633,4,11,9,2,0,1,6.32,17.38,14.22,3.16,0,1.58
"Gstp2",633,4,11,9,2,0,1,6.32,17.38,14.22,3.16,0,1.58
"Gtdc1",1338,18,16,14,6,0,1,13.45,11.96,10.46,4.48,0,0.75
"Gtf3c4",2454,16,38,42,17,4,0,6.52,15.48,17.11,6.93,1.63,0
"Gtpbp1",2007,20,21,41,19,1,2,9.97,10.46,20.43,9.47,0.5,1
"Gucy1a3",2076,20,43,29,12,3,1,9.63,20.71,13.97,5.78,1.45,0.48
"Gucy1b3",1863,14,30,28,19,3,1,7.51,16.1,15.03,10.2,1.61,0.54
"Gzf1",2121,23,36,29,12,5,3,10.84,16.97,13.67,5.66,2.36,1.41
"H1f0",585,0,1,6,1,0,0,0,1.71,10.26,1.71,0,0
"H2afx",432,2,3,6,4,0,0,4.63,6.94,13.89,9.26,0,0
"H2afy",1119,9,16,18,14,1,0,8.04,14.3,16.09,12.51,0.89,0
"H2afz",387,4,8,9,5,0,0,10.34,20.67,23.26,12.92,0,0
"H3f3a",411,7,4,3,1,0,0,17.03,9.73,7.3,2.43,0,0
"Habp4",1239,6,27,33,18,2,1,4.84,21.79,26.63,14.53,1.61,0.81
"Hace1",2730,29,38,39,22,2,0,10.62,13.92,14.29,8.06,0.73,0
"Haghl",852,6,16,13,8,0,0,7.04,18.78,15.26,9.39,0,0
"Hap1",1887,9,53,38,22,3,1,4.77,28.09,20.14,11.66,1.59,0.53
"Hars",1530,13,27,27,9,4,1,8.5,17.65,17.65,5.88,2.61,0.65
"Hcfc1",6273,67,58,107,48,5,2,10.68,9.25,17.06,7.65,0.8,0.32
"Hcn2",2592,27,27,41,13,0,0,10.42,10.42,15.82,5.02,0,0
"Hdac11",1044,8,18,13,4,1,3,7.66,17.24,12.45,3.83,0.96,2.87
"Hdac3",1287,16,18,32,16,2,1,12.43,13.99,24.86,12.43,1.55,0.78
"Hdac5",3366,28,69,43,22,2,1,8.32,20.5,12.77,6.54,0.59,0.3
"Hdgf",714,2,20,11,4,1,2,2.8,28.01,15.41,5.6,1.4,2.8
"Hdgfrp3",618,8,12,10,5,1,1,12.94,19.42,16.18,8.09,1.62,1.62
"Hdhd2",780,13,14,15,4,0,0,16.67,17.95,19.23,5.13,0,0
"Heatr5b",6213,52,80,101,55,4,1,8.37,12.88,16.26,8.85,0.64,0.16
"Hecw2",4737,38,83,79,35,1,3,8.02,17.52,16.68,7.39,0.21,0.63
"Herpud1",1176,12,15,19,6,0,1,10.2,12.76,16.16,5.1,0,0.85
"Hey1",900,5,9,20,10,0,0,5.56,10,22.22,11.11,0,0
"Hid1",2367,18,39,41,20,2,1,7.6,16.48,17.32,8.45,0.84,0.42
"Hif1a",2511,35,37,35,22,1,0,13.94,14.74,13.94,8.76,0.4,0
"Hip1",3090,30,75,64,31,3,1,9.71,24.27,20.71,10.03,0.97,0.32
"Hip1r",3207,19,76,55,30,4,2,5.92,23.7,17.15,9.35,1.25,0.62
"Hipk1",3633,28,35,46,20,2,0,7.71,9.63,12.66,5.51,0.55,0
"Hipk2",3591,31,25,59,26,0,0,8.63,6.96,16.43,7.24,0,0
"Hipk3",3642,29,47,47,22,2,2,7.96,12.9,12.9,6.04,0.55,0.55
"Hist1h2ab",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ac",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ad",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ae",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ag",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ah",387,0,4,8,5,0,0,0,10.34,20.67,12.92,0,0
"Hist1h2ai",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ao",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2ap",393,0,4,8,5,0,0,0,10.18,20.36,12.72,0,0
"Hist1h2bc",381,0,2,6,4,0,0,0,5.25,15.75,10.5,0,0
"Hist1h4a",312,0,4,4,2,0,0,0,12.82,12.82,6.41,0,0
"Hist1h4b",312,0,4,5,3,0,0,0,12.82,16.03,9.62,0,0
"Hist1h4c",312,0,4,5,3,0,0,0,12.82,16.03,9.62,0,0
"Hist1h4d",312,0,5,6,4,0,0,0,16.03,19.23,12.82,0,0
"Hist1h4f",312,0,5,3,2,0,0,0,16.03,9.62,6.41,0,0
"Hist1h4h",312,0,3,5,3,0,0,0,9.62,16.03,9.62,0,0
"Hist1h4i",312,0,6,5,3,0,1,0,19.23,16.03,9.62,0,3.21
"Hist1h4j",312,0,3,5,3,0,0,0,9.62,16.03,9.62,0,0
"Hist1h4k",312,0,3,4,2,0,0,0,9.62,12.82,6.41,0,0
"Hist1h4m",312,1,6,4,2,0,1,3.21,19.23,12.82,6.41,0,3.21
"Hist1h4n",312,1,6,4,2,0,1,3.21,19.23,12.82,6.41,0,3.21
"Hist2h2aa2",393,0,4,5,5,0,0,0,10.18,12.72,12.72,0,0
"Hivep1",8067,75,90,112,53,6,2,9.3,11.16,13.88,6.57,0.74,0.25
"Hivep2",7293,50,110,106,57,7,4,6.86,15.08,14.53,7.82,0.96,0.55
"Hlf",888,6,18,17,8,1,2,6.76,20.27,19.14,9.01,1.13,2.25
"Hmgxb3",3765,35,64,61,27,3,4,9.3,17,16.2,7.17,0.8,1.06
"Hmox2",948,11,25,17,4,0,2,11.6,26.37,17.93,4.22,0,2.11
"Hn1",465,1,9,6,2,0,0,2.15,19.35,12.9,4.3,0,0
"Hnrnpab",999,7,20,17,8,0,1,7.01,20.02,17.02,8.01,0,1
"Hnrnpk",1395,9,28,22,9,0,2,6.45,20.07,15.77,6.45,0,1.43
"Hnrnpul1",2580,14,33,39,21,1,1,5.43,12.79,15.12,8.14,0.39,0.39
"Homer1",1113,11,25,17,9,0,1,9.88,22.46,15.27,8.09,0,0.9
"Hp1bp3",1665,10,29,19,12,2,1,6.01,17.42,11.41,7.21,1.2,0.6
"Hp1bp3.1",1665,10,29,19,12,2,1,6.01,17.42,11.41,7.21,1.2,0.6
"Hpca",582,5,13,13,5,0,0,8.59,22.34,22.34,8.59,0,0
"Hpcal4",576,3,17,12,6,2,0,5.21,29.51,20.83,10.42,3.47,0
"Hras",570,4,8,12,6,0,0,7.02,14.04,21.05,10.53,0,0
"Hrh3",1401,11,13,13,6,1,0,7.85,9.28,9.28,4.28,0.71,0
"Hs2st1",1071,8,22,16,6,0,1,7.47,20.54,14.94,5.6,0,0.93
"Hs3st4",1350,11,18,25,12,1,0,8.15,13.33,18.52,8.89,0.74,0
"Hs6st1",1236,6,20,31,11,0,0,4.85,16.18,25.08,8.9,0,0
"Hsbp1",231,2,6,13,6,1,0,8.66,25.97,56.28,25.97,4.33,0
"Hspa12a",2028,12,35,46,17,3,1,5.92,17.26,22.68,8.38,1.48,0.49
"Hspa13",1416,11,25,25,14,6,1,7.77,17.66,17.66,9.89,4.24,0.71
"Hspa8",1941,20,33,29,16,5,1,10.3,17,14.94,8.24,2.58,0.52
"Hspbp1",1074,6,23,14,8,0,1,5.59,21.42,13.04,7.45,0,0.93
"Huwe1",13137,124,221,182,88,9,3,9.44,16.82,13.85,6.7,0.69,0.23
"Iars",3789,44,64,57,19,2,3,11.61,16.89,15.04,5.01,0.53,0.79
"Ica1l",1320,13,26,25,11,1,1,9.85,19.7,18.94,8.33,0.76,0.76
"Icam5",2754,20,37,44,12,1,1,7.26,13.44,15.98,4.36,0.36,0.36
"Id2",405,2,8,12,4,0,0,4.94,19.75,29.63,9.88,0,0
"Id4",486,2,3,8,2,0,0,4.12,6.17,16.46,4.12,0,0
"Ids",1659,16,30,22,9,3,0,9.64,18.08,13.26,5.42,1.81,0
"Ier5",927,0,19,12,7,1,1,0,20.5,12.94,7.55,1.08,1.08
"Ifnar1",1773,16,29,27,14,1,2,9.02,16.36,15.23,7.9,0.56,1.13
"Ifngr2",999,12,13,16,5,1,1,12.01,13.01,16.02,5.01,1,1
"Ift20",399,4,7,7,3,0,1,10.03,17.54,17.54,7.52,0,2.51
"Igfbp2",918,2,12,13,7,1,0,2.18,13.07,14.16,7.63,1.09,0
"Igfbp4",765,5,11,11,7,2,0,6.54,14.38,14.38,9.15,2.61,0
"Igsf8",1836,12,27,25,4,0,0,6.54,14.71,13.62,2.18,0,0
"Il6st",2754,26,42,43,15,1,1,9.44,15.25,15.61,5.45,0.36,0.36
"Ildr2",1986,10,40,33,17,3,2,5.04,20.14,16.62,8.56,1.51,1.01
"Ilf2",1173,8,27,21,8,0,2,6.82,23.02,17.9,6.82,0,1.71
"Ilk",1359,10,24,28,15,1,0,7.36,17.66,20.6,11.04,0.74,0
"Inf2",3816,18,78,57,27,3,2,4.72,20.44,14.94,7.08,0.79,0.52
"Inpp5f",3399,32,52,58,25,2,1,9.41,15.3,17.06,7.36,0.59,0.29
"Inppl1",3774,21,67,71,26,2,2,5.56,17.75,18.81,6.89,0.53,0.53
"Insig1",780,4,5,9,5,0,1,5.13,6.41,11.54,6.41,0,1.28
"Ints3",3126,32,65,46,18,0,2,10.24,20.79,14.72,5.76,0,0.64
"Ip6k1",1302,10,23,19,8,0,1,7.68,17.67,14.59,6.14,0,0.77
"Ip6k2",1347,11,28,22,9,2,0,8.17,20.79,16.33,6.68,1.48,0
"Ipmk",1194,10,15,16,9,0,0,8.38,12.56,13.4,7.54,0,0
"Ipo11",2955,23,46,33,18,1,1,7.78,15.57,11.17,6.09,0.34,0.34
"Ipo13",2892,31,43,47,21,3,0,10.72,14.87,16.25,7.26,1.04,0
"Ipo4",3249,23,49,54,29,2,1,7.08,15.08,16.62,8.93,0.62,0.31
"Ipo5",3294,37,50,55,24,1,2,11.23,15.18,16.7,7.29,0.3,0.61
"Ipo7",3117,26,41,37,20,5,2,8.34,13.15,11.87,6.42,1.6,0.64
"Ipo8",3033,23,54,53,29,3,2,7.58,17.8,17.47,9.56,0.99,0.66
"Ipo9",3123,29,57,47,31,2,1,9.29,18.25,15.05,9.93,0.64,0.32
"Iqsec1",3300,23,37,64,33,2,1,6.97,11.21,19.39,10,0.61,0.3
"Iqsec2",4467,26,69,59,25,3,3,5.82,15.45,13.21,5.6,0.67,0.67
"Irf2bp1",1755,13,16,24,9,1,0,7.41,9.12,13.68,5.13,0.57,0
"Irf2bp2",1713,12,20,20,8,0,1,7.01,11.68,11.68,4.67,0,0.58
"Irf2bpl",2328,11,23,36,14,0,1,4.73,9.88,15.46,6.01,0,0.43
"Irs1",3696,18,45,48,20,3,1,4.87,12.18,12.99,5.41,0.81,0.27
"Irs2",3966,27,39,59,21,2,2,6.81,9.83,14.88,5.3,0.5,0.5
"Islr2",2370,17,33,23,7,1,3,7.17,13.92,9.7,2.95,0.42,1.27
"Itfg1",1833,22,33,33,15,1,1,12,18,18,8.18,0.55,0.55
"Itgb8",2304,24,33,28,16,2,1,10.42,14.32,12.15,6.94,0.87,0.43
"Itm2b",801,9,16,21,11,2,0,11.24,19.98,26.22,13.73,2.5,0
"Itm2c",810,8,11,15,10,2,1,9.88,13.58,18.52,12.35,2.47,1.23
"Itpa",597,6,6,10,4,1,1,10.05,10.05,16.75,6.7,1.68,1.68
"Itpk1",1260,10,17,21,8,1,0,7.94,13.49,16.67,6.35,0.79,0
"Itpka",1380,9,25,23,11,2,1,6.52,18.12,16.67,7.97,1.45,0.72
"Jade1",2505,14,52,44,21,2,3,5.59,20.76,17.56,8.38,0.8,1.2
"Jade2",2490,23,49,55,32,5,1,9.24,19.68,22.09,12.85,2.01,0.4
"Jak1",3462,35,60,64,32,4,1,10.11,17.33,18.49,9.24,1.16,0.29
"Jak2",3399,32,59,44,23,3,1,9.41,17.36,12.94,6.77,0.88,0.29
"Jdp2",492,4,11,9,5,1,0,8.13,22.36,18.29,10.16,2.03,0
"Josd1",609,4,10,9,7,2,0,6.57,16.42,14.78,11.49,3.28,0
"Jph4",1887,10,34,32,19,2,2,5.3,18.02,16.96,10.07,1.06,1.06
"Jun",1005,4,11,13,5,0,0,3.98,10.95,12.94,4.98,0,0
"Junb",1035,4,14,21,13,1,0,3.86,13.53,20.29,12.56,0.97,0
"Jund",1026,3,12,17,10,0,0,2.92,11.7,16.57,9.75,0,0
"Kansl1",3300,28,33,56,28,2,2,8.48,10,16.97,8.48,0.61,0.61
"Kansl2",1461,13,24,19,10,1,1,8.9,16.43,13,6.84,0.68,0.68
"Kansl3",2712,21,43,48,17,2,1,7.74,15.86,17.7,6.27,0.74,0.37
"Kat5",1542,15,18,28,12,0,0,9.73,11.67,18.16,7.78,0,0
"Kat6a",6012,47,118,92,40,5,3,7.82,19.63,15.3,6.65,0.83,0.5
"Kat6b",5619,30,111,88,37,5,5,5.34,19.75,15.66,6.58,0.89,0.89
"Kat7",1842,14,33,36,24,3,1,7.6,17.92,19.54,13.03,1.63,0.54
"Kazn",2100,12,48,47,16,0,0,5.71,22.86,22.38,7.62,0,0
"Kbtbd11",1902,7,21,40,20,0,0,3.68,11.04,21.03,10.52,0,0
"Kbtbd2",1872,28,27,24,11,0,1,14.96,14.42,12.82,5.88,0,0.53
"Kbtbd7",2073,16,30,33,11,0,0,7.72,14.47,15.92,5.31,0,0
"Kcmf1",1146,11,13,13,7,0,0,9.6,11.34,11.34,6.11,0,0
"Kcna4",1965,14,33,27,11,2,2,7.12,16.79,13.74,5.6,1.02,1.02
"Kcna6",1590,11,21,25,10,1,2,6.92,13.21,15.72,6.29,0.63,1.26
"Kcnab2",1149,5,23,18,7,2,0,4.35,20.02,15.67,6.09,1.74,0
"Kcnb1",2574,18,47,39,20,2,1,6.99,18.26,15.15,7.77,0.78,0.39
"Kcnb2",2724,28,44,48,25,2,1,10.28,16.15,17.62,9.18,0.73,0.37
"Kcnc4",1887,9,16,28,15,0,1,4.77,8.48,14.84,7.95,0,0.53
"Kcnd2",1893,20,23,29,18,2,1,10.57,12.15,15.32,9.51,1.06,0.53
"Kcnd3",1968,17,29,35,17,1,0,8.64,14.74,17.78,8.64,0.51,0
"Kcnf1",1518,9,27,28,12,0,0,5.93,17.79,18.45,7.91,0,0
"Kcnh1",2970,15,49,66,36,3,2,5.05,16.5,22.22,12.12,1.01,0.67
"Kcnh3",3288,25,37,39,17,1,1,7.6,11.25,11.86,5.17,0.3,0.3
"Kcnh5",2967,24,62,55,28,1,1,8.09,20.9,18.54,9.44,0.34,0.34
"Kcnh7",3588,45,37,68,30,0,1,12.54,10.31,18.95,8.36,0,0.28
"Kcnip2",813,6,19,16,8,0,1,7.38,23.37,19.68,9.84,0,1.23
"Kcnip3",855,6,20,14,7,1,2,7.02,23.39,16.37,8.19,1.17,2.34
"Kcnj4",1338,4,29,23,11,0,1,2.99,21.67,17.19,8.22,0,0.75
"Kcnk1",1011,7,20,13,3,1,1,6.92,19.78,12.86,2.97,0.99,0.99
"Kcnma1",3720,36,44,59,32,2,1,9.68,11.83,15.86,8.6,0.54,0.27
"Kcnmb4",633,5,3,8,3,1,0,7.9,4.74,12.64,4.74,1.58,0
"Kcnq3",2622,20,53,52,30,6,2,7.63,20.21,19.83,11.44,2.29,0.76
"Kcnq5",2859,17,43,40,24,3,3,5.95,15.04,13.99,8.39,1.05,1.05
"Kcnt2",3408,27,38,45,20,3,3,7.92,11.15,13.2,5.87,0.88,0.88
"Kcnv1",1512,20,27,24,11,1,1,13.23,17.86,15.87,7.28,0.66,0.66
"Kctd1",2586,22,58,50,25,3,2,8.51,22.43,19.33,9.67,1.16,0.77
"Kctd10",951,5,21,20,15,0,1,5.26,22.08,21.03,15.77,0,1.05
"Kctd12",984,4,11,19,10,1,1,4.07,11.18,19.31,10.16,1.02,1.02
"Kctd13",990,8,11,12,8,0,0,8.08,11.11,12.12,8.08,0,0
"Kctd17",891,2,25,16,9,4,2,2.24,28.06,17.96,10.1,4.49,2.24
"Kctd2",1017,6,19,21,10,1,3,5.9,18.68,20.65,9.83,0.98,2.95
"Kctd3",2448,20,50,45,21,4,2,8.17,20.42,18.38,8.58,1.63,0.82
"Kdm1a",2622,21,47,37,19,2,3,8.01,17.93,14.11,7.25,0.76,1.14
"Kdm2a",3486,39,70,58,21,0,2,11.19,20.08,16.64,6.02,0,0.57
"Kdm3b",5289,36,83,74,28,2,3,6.81,15.69,13.99,5.29,0.38,0.57
"Keap1",1875,17,23,32,17,0,1,9.07,12.27,17.07,9.07,0,0.53
"Khdrbs1",1332,6,28,26,11,1,1,4.5,21.02,19.52,8.26,0.75,0.75
"Khdrbs3",1041,5,23,24,11,1,1,4.8,22.09,23.05,10.57,0.96,0.96
"Kif13a",5250,31,104,106,45,6,4,5.9,19.81,20.19,8.57,1.14,0.76
"Kif1a",5376,41,116,125,52,4,1,7.63,21.58,23.25,9.67,0.74,0.19
"Kif1bp",1854,15,35,31,15,2,1,8.09,18.88,16.72,8.09,1.08,0.54
"Kif1c",3339,18,69,60,20,3,3,5.39,20.66,17.97,5.99,0.9,0.9
"Kif3c",2391,15,60,37,7,1,2,6.27,25.09,15.47,2.93,0.42,0.84
"Kif5a",3084,13,72,65,35,5,1,4.22,23.35,21.08,11.35,1.62,0.32
"Kif5b",2892,27,45,43,17,2,0,9.34,15.56,14.87,5.88,0.69,0
"Kifc2",2379,24,48,43,15,3,1,10.09,20.18,18.07,6.31,1.26,0.42
"Kifc3",2475,17,59,47,19,4,2,6.87,23.84,18.99,7.68,1.62,0.81
"Klf6",957,10,17,21,9,2,1,10.45,17.76,21.94,9.4,2.09,1.04
"Klf9",735,4,13,17,5,1,1,5.44,17.69,23.13,6.8,1.36,1.36
"Klhl11",2130,25,37,30,15,0,2,11.74,17.37,14.08,7.04,0,0.94
"Klhl13",1965,22,41,28,14,1,1,11.2,20.87,14.25,7.12,0.51,0.51
"Klhl22",1956,24,23,36,13,3,2,12.27,11.76,18.4,6.65,1.53,1.02
"Klhl5",2127,19,45,48,24,1,1,8.93,21.16,22.57,11.28,0.47,0.47
"Klhl8",1890,18,28,40,20,1,0,9.52,14.81,21.16,10.58,0.53,0
"Kpna1",1617,15,31,17,7,1,3,9.28,19.17,10.51,4.33,0.62,1.86
"Kpnb1",2631,23,42,40,20,1,3,8.74,15.96,15.2,7.6,0.38,1.14
"L1cam",3780,28,67,65,28,3,3,7.41,17.72,17.2,7.41,0.79,0.79
"L3mbtl2",2220,24,44,48,26,4,2,10.81,19.82,21.62,11.71,1.8,0.9
"Lamp1",1221,19,16,18,9,1,0,15.56,13.1,14.74,7.37,0.82,0
"Lancl1",1200,10,10,11,3,0,0,8.33,8.33,9.17,2.5,0,0
"Lancl2",1353,15,27,20,8,1,2,11.09,19.96,14.78,5.91,0.74,1.48
"Laptm4a",927,5,7,13,4,0,0,5.39,7.55,14.02,4.31,0,0
"Laptm4b",684,8,8,3,2,0,0,11.7,11.7,4.39,2.92,0,0
"Large1",2271,16,37,39,17,2,1,7.05,16.29,17.17,7.49,0.88,0.44
"Larp1",3219,31,72,62,33,2,2,9.63,22.37,19.26,10.25,0.62,0.62
"Larp1.1",3219,31,72,62,33,2,2,9.63,22.37,19.26,10.25,0.62,0.62
"Larp4b",2226,20,37,32,17,0,4,8.98,16.62,14.38,7.64,0,1.8
"Lasp1",792,5,14,16,8,0,1,6.31,17.68,20.2,10.1,0,1.26
"Lats1",3390,23,41,47,21,2,1,6.78,12.09,13.86,6.19,0.59,0.29
"Ldb1",1236,10,19,25,13,0,0,8.09,15.37,20.23,10.52,0,0
"Ldha",1086,8,19,16,8,1,1,7.37,17.5,14.73,7.37,0.92,0.92
"Ldhb",1005,8,22,20,11,2,1,7.96,21.89,19.9,10.95,1.99,1
"Ldlrad4",921,5,9,19,9,2,1,5.43,9.77,20.63,9.77,2.17,1.09
"Leprotl1",396,4,7,6,3,0,0,10.1,17.68,15.15,7.58,0,0
"Lgalsl",519,7,6,12,5,0,0,13.49,11.56,23.12,9.63,0,0
"Lgi1",1674,18,19,25,13,0,0,10.75,11.35,14.93,7.77,0,0
"Lgi2",1653,5,19,34,18,1,0,3.02,11.49,20.57,10.89,0.6,0
"Lgi3",1647,20,19,42,20,0,0,12.14,11.54,25.5,12.14,0,0
"Lgr4",2856,35,28,39,16,1,0,12.25,9.8,13.66,5.6,0.35,0
"Lifr",3279,37,64,65,31,1,4,11.28,19.52,19.82,9.45,0.3,1.22
"Limch1",3207,32,68,60,33,6,5,9.98,21.2,18.71,10.29,1.87,1.56
"Limk2",1917,22,36,40,13,3,2,11.48,18.78,20.87,6.78,1.56,1.04
"Lin7b",624,4,13,5,3,0,0,6.41,20.83,8.01,4.81,0,0
"Lingo1",1863,15,23,35,14,0,0,8.05,12.35,18.79,7.51,0,0
"Lingo2",1821,12,26,29,10,0,1,6.59,14.28,15.93,5.49,0,0.55
"Lingo3",1770,10,27,37,20,0,1,5.65,15.25,20.9,11.3,0,0.56
"Llgl1",3189,28,48,48,20,0,1,8.78,15.05,15.05,6.27,0,0.31
"Lman2",1077,14,18,28,16,2,1,13,16.71,26,14.86,1.86,0.93
"Lmbrd1",1614,17,19,15,9,0,0,10.53,11.77,9.29,5.58,0,0
"Lmna",1998,14,50,33,15,1,1,7.01,25.03,16.52,7.51,0.5,0.5
"Lmo3",471,6,6,10,4,0,0,12.74,12.74,21.23,8.49,0,0
"Lmo4",498,3,3,8,4,0,0,6.02,6.02,16.06,8.03,0,0
"Lmo7",5100,33,102,74,34,5,3,6.47,20,14.51,6.67,0.98,0.59
"Lmtk2",4416,47,76,100,44,5,3,10.64,17.21,22.64,9.96,1.13,0.68
"Lpcat1",1605,16,28,40,17,1,2,9.97,17.45,24.92,10.59,0.62,1.25
"Lpin2",2796,24,42,50,24,1,4,8.58,15.02,17.88,8.58,0.36,1.43
"Lrfn1",2301,19,26,50,24,1,1,8.26,11.3,21.73,10.43,0.43,0.43
"Lrfn2",2367,27,35,52,17,1,1,11.41,14.79,21.97,7.18,0.42,0.42
"Lrfn4",1911,20,21,32,10,3,0,10.47,10.99,16.75,5.23,1.57,0
"Lrfn5",2241,23,25,27,9,0,1,10.26,11.16,12.05,4.02,0,0.45
"Lrp11",1452,13,24,27,14,1,2,8.95,16.53,18.6,9.64,0.69,1.38
"Lrp3",2373,22,28,43,20,1,1,9.27,11.8,18.12,8.43,0.42,0.42
"Lrp8",2991,33,47,87,40,4,2,11.03,15.71,29.09,13.37,1.34,0.67
"Lrpap1",1083,11,26,17,8,1,1,10.16,24.01,15.7,7.39,0.92,0.92
"Lrrc10b",879,4,13,17,7,0,1,4.55,14.79,19.34,7.96,0,1.14
"Lrrc4",1959,21,25,26,12,2,0,10.72,12.76,13.27,6.13,1.02,0
"Lrrc41",2424,20,30,27,9,1,2,8.25,12.38,11.14,3.71,0.41,0.83
"Lrrc4b",2130,12,29,32,19,0,0,5.63,13.62,15.02,8.92,0,0
"Lrrc4c",1923,22,22,22,9,0,1,11.44,11.44,11.44,4.68,0,0.52
"Lrrc59",924,3,19,13,6,2,1,3.25,20.56,14.07,6.49,2.16,1.08
"Lrrc7",4629,32,76,70,35,9,2,6.91,16.42,15.12,7.56,1.94,0.43
"Lrrc8b",2412,17,32,35,14,2,0,7.05,13.27,14.51,5.8,0.83,0
"Lrrn3",2124,21,30,26,12,0,1,9.89,14.12,12.24,5.65,0,0.47
"Lrrtm1",1569,15,21,18,6,0,0,9.56,13.38,11.47,3.82,0,0
"Lrrtm2",1548,22,22,25,8,1,1,14.21,14.21,16.15,5.17,0.65,0.65
